index,Median household income_value,Social associations_value,Access to exercise opportunities_value,Limited access to healthy foods_value,Long commute – driving alone_value,Rural_value,not proficient in English_value
"Sussex,NJ",87549.0,9.2571325162,0.9265065487999999,0.0552834396,0.574,0.3984993133,0.010578979799999999
"Union,NJ",71801.0,8.4744847837,0.9945722173,0.0104213737,0.41600000000000004,0.0,0.1124980106
"Warren,NJ",74834.0,8.9829604469,0.9778824569,0.056615149100000005,0.5539999999999999,0.37564862179999997,0.023266763399999998
"Bernalillo,NM",50599.0,7.4924078412,0.9167204979000001,0.0657703023,0.237,0.041955192300000006,0.0427915232
"Catron,NM",34868.0,5.787037037,0.7358389262,0.454741971,0.349,1.0,0.0002901073
"Chaves,NM",40573.0,9.5797092634,0.763317846,0.13190911130000002,0.171,0.2424860995,0.0639145837
"Cibola,NM",36651.0,7.3182333785,0.5973983023,0.2205752659,0.225,0.5534487194,0.0381435994
"Colfax,NM",38426.0,16.916384727,0.8223272727,0.2889879535,0.159,0.5235636364,0.0167121701
"Curry,NM",43450.0,12.698916624,0.7916942284999999,0.1533599874,0.075,0.1406895981,0.056621280499999996
"DeBaca,NM",32820.0,32.822757112,0.8555885262,0.0679143721,0.059000000000000004,1.0,0.0056122449
"Dona Ana,NM",38287.0,6.299727011799999,0.8042087051000001,0.1948999158,0.20600000000000002,0.1929045609,0.0824778084
"Eddy,NM",57287.0,11.289034006,0.7056976723,0.130438633,0.127,0.208549295,0.027646159700000002
"Grant,NM",39750.0,11.185291342000001,0.78532222,0.1506312908,0.139,0.42352781729999994,0.0154924924
"Guadalupe,NM",31547.0,6.8634179822000005,0.6810326434999999,0.1641825716,0.127,0.44079368469999997,0.029453345899999997
"Harding,NM",37027.0,28.653295129,0.0676258993,0.4078872373,0.36700000000000005,1.0,0.0018832392000000002
"Hidalgo,NM",33605.0,4.5218177707,0.4711892113,0.1581988494,0.187,1.0,0.0495750708
"Lea,NM",52213.0,10.115200899,0.8778562269,0.0448985647,0.159,0.2103140884,0.07625534610000001
"Lincoln,NM",41214.0,20.082389289,0.8510513734,0.1766412198,0.242,0.5318339269,0.0377900788
"Los Alamos,NM",114670.0,15.743604160999999,0.9955988858,0.046983898499999996,0.075,0.1124233983,0.0187290182
"Luna,NM",28227.0,8.972999429,0.7238095238,0.1665645084,0.16,0.4061366806,0.1210528621
"McKinley,NM",31505.0,5.0842154664,0.4968947575,0.41306366479999995,0.309,0.5737844794,0.0369550234
"Mora,NM",34602.0,6.5274151436,0.2817045687,0.1603030644,0.618,1.0,0.0320483047
"Otero,NM",41995.0,8.856157359900001,0.5825195542,0.15283978210000002,0.16899999999999998,0.2959386805,0.0540936153
"Quay,NM",28996.0,22.471910112,0.6958301073000001,0.073869752,0.146,0.4156619843,0.0092303854
"Rio Arriba,NM",37174.0,6.3347269733000005,0.7677036226999999,0.22649349670000002,0.479,0.49763951700000003,0.0266623576
"Roosevelt,NM",37122.0,12.552301255,0.7965836944,0.1373231035,0.23800000000000002,0.36460747759999995,0.06957857769999999
"Sandoval,NM",58621.0,5.0934760463,0.8674303175,0.13206084140000002,0.483,0.1705824674,0.0136280832
"San Juan,NM",50847.0,7.832436392999999,0.5252914397999999,0.17552302579999998,0.304,0.3366399065,0.0235511714
"San Miguel,NM",31734.0,6.078592627000001,0.7088082196,0.2773477796,0.276,0.4689551934,0.0776141659
"Santa Fe,NM",57469.0,8.6760017756,0.7625164736,0.1104385088,0.266,0.2516057432,0.055916784299999994
"Sierra,NM",30467.0,14.181882645,0.8676176176,0.210522108,0.1,0.3395061728,0.013168724299999999
"Socorro,NM",33239.0,5.2155771905,0.6542594872999999,0.21859468440000002,0.179,0.49675361020000003,0.0489497717
"Taos,NM",34075.0,10.332148175,0.8412120108,0.2066812339,0.247,0.5844794608,0.019499936399999997
"Torrance,NM",36347.0,7.1036486923,0.0875297565,0.19180918440000003,0.47700000000000004,0.9878532625,0.0278264385
"Union,NM",37787.0,19.04308498,0.7599472412,0.11423579699999999,0.131,1.0,0.0354942075
"Valencia,NM",43819.0,6.3377213250999995,0.35564001100000003,0.2402279327,0.46,0.1673131424,0.0356637379
"Albany,NY",61634.0,14.771430695,0.9130714915000001,0.0477973478,0.2,0.0969612497,0.0166780658
"Allegany,NY",45226.0,17.48767435,0.5878927798,0.0299169927,0.294,0.7873983574,0.0061660184
"Bronx,NY",37355.0,2.6383701468000003,0.9982261311,9.1986096e-06,0.511,2.8156599999999997e-05,0.1585135681
"Broome,NY",49927.0,11.955211199999999,0.9056729810999999,0.0324067157,0.145,0.2605682951,0.0117711806
"Cattaraugus,NY",46224.0,14.886681552999999,0.6473224847,0.025839365,0.27,0.6175280451,0.010284307
"Cayuga,NY",53437.0,11.112814224000001,0.8104616,0.0168617546,0.327,0.5578187089,0.0046158169
"Chautauqua,NY",42664.0,17.281061944,0.7935065416,0.0675047299,0.18899999999999997,0.4386271821,0.0134424126
"Chemung,NY",50722.0,12.748216972,0.8451874367000001,0.0579843711,0.193,0.2417876843,0.0027611931
"Chenango,NY",45193.0,11.87453935,0.7619509876,0.0161529085,0.325,0.8341224716,0.0053959145
"Clinton,NY",53392.0,8.7383539895,0.7048631405,0.09928594310000001,0.20199999999999999,0.6415595169,0.006675601800000001
"Columbia,NY",57579.0,10.404981385,0.7213611005,0.0505430341,0.34600000000000003,0.7329783188,0.0119958775
"Cortland,NY",51810.0,11.754031427000001,0.8620277282,0.0341678299,0.295,0.4427395816,0.0052849562
"Delaware,NY",45381.0,13.897031681,0.5970195915,0.0078925799,0.305,0.7836390163,0.007583599599999999
"Dutchess,NY",73680.0,7.6076739452,0.8346992148000001,0.056022082599999995,0.428,0.2539934384,0.0201086648
"Erie,NY",54175.0,9.8961822198,0.948236203,0.0557471104,0.23800000000000002,0.0940383444,0.0159126569
"Essex,NY",50506.0,15.853214824,1.0,0.0209343842,0.266,0.7485648971,0.0059411288
"Franklin,NY",49062.0,10.461902882,0.7391616117,0.09054365789999999,0.222,0.6267563325,0.0071404986
"Fulton,NY",45982.0,9.816269076900001,0.8448074049,0.034951871600000003,0.294,0.5037366515999999,0.0038200504
"Genesee,NY",54211.0,12.895125303,0.6180196075,0.0122253606,0.32899999999999996,0.598861499,0.004908347800000001
"Greene,NY",49860.0,10.078740157,0.7941529022,0.0602542008,0.369,0.7314154528,0.0080266249
"Hamilton,NY",52134.0,27.589134125999998,1.0,0.1208969385,0.386,1.0,0.008607371400000001
"Herkimer,NY",49633.0,11.251980983,0.6699731862,0.0657009963,0.307,0.5180954447999999,0.0056972012
"Jefferson,NY",46206.0,10.456071747000001,0.6362955889,0.06353678410000001,0.179,0.4804910995,0.0060927764
"Kings,NY",54793.0,4.8089777699,1.0,5.26737e-05,0.5710000000000001,1.47722e-05,0.12549352449999998
"Lewis,NY",48314.0,17.806135698,0.562779193,0.0630104467,0.327,0.8684978034,0.0053394056
"Livingston,NY",54256.0,11.125361188,0.7924395578,0.052429372300000006,0.409,0.5465263866,0.004913487
"Madison,NY",57703.0,9.7426547342,0.7503199804,0.0131128472,0.358,0.5894583481,0.002444881
"Monroe,NY",54684.0,8.8447171825,0.94116027,0.0578337663,0.179,0.0644997474,0.0233283077
"Montgomery,NY",42193.0,9.0649047178,0.6699854637,0.0788901551,0.368,0.4093868854,0.0182585775
"Nassau,NY",105486.0,7.8378080582,0.9882817281999999,0.004682879,0.446,0.0019223132,0.0563968937
"New York,NY",77214.0,12.927800120999999,1.0,0.0,0.654,0.0,0.0931347455
"Niagara,NY",50328.0,10.345541072,0.8372561429,0.0423782454,0.284,0.22440626600000002,0.0052342565
"Oneida,NY",52404.0,11.483870968,0.9043375709999999,0.0419409375,0.204,0.3298393208,0.026986281400000003
"Onondaga,NY",56853.0,10.459737482000001,0.9505188148,0.0375262921,0.17,0.1258752189,0.016328121799999998
"Ontario,NY",58320.0,9.5837022298,0.8122226237000001,0.0529305312,0.332,0.4746828993,0.0092579226
"Orange,NY",71963.0,7.2819325984,0.8475589639,0.0495233536,0.428,0.2234069091,0.04395963889999999
"Orleans,NY",50750.0,12.745899668,0.7184665252,0.05556703650000001,0.345,0.6087960264,0.004414235900000001
"Oswego,NY",52621.0,9.6549198475,0.7531631575,0.0352516256,0.35200000000000004,0.6175466182,0.0034952138
"Otsego,NY",50034.0,12.533808299,0.6809617887,0.091166193,0.297,0.7056650444,0.0045532352
"Putnam,NY",96267.0,7.370610448099999,0.8430849463,0.0556412908,0.5920000000000001,0.2054959382,0.028880904500000002
"Queens,NY",61844.0,4.659812325,0.9839312115000001,0.0003204441,0.59,0.0,0.15127158
"Rensselaer,NY",63174.0,8.6730810028,0.7585821902,0.0428137153,0.313,0.3051201475,0.0075184989
"Richmond,NY",75524.0,4.488387088600001,0.9988266165999999,0.0017207078,0.483,0.0,0.0463619972
"Rockland,NY",84358.0,9.968193794,0.9303981238,0.03337587,0.40700000000000003,0.0071738635,0.0815245612
"St. Lawrence,NY",50897.0,10.990297909,0.6673158008,0.067875167,0.244,0.6199171014,0.010090769599999999
"Saratoga,NY",75904.0,7.8232389977,0.9019065877,0.0398443017,0.369,0.2996170432,0.0070637899
"Schenectady,NY",57923.0,8.2792165791,0.9591991055,0.057252230999999994,0.33399999999999996,0.08156301099999999,0.0151688825
"Schoharie,NY",50244.0,8.9371209703,0.383523161,0.0693579698,0.449,0.8284527772,0.0034065353
"Schuyler,NY",48109.0,11.547344111,0.6325028621000001,0.030344097999999996,0.39399999999999996,0.8115357356999999,0.0009152271
"Seneca,NY",48998.0,11.770447564000001,0.758219625,0.059773752199999995,0.289,0.5865649200999999,0.0049567793
"Steuben,NY",50190.0,11.574192623,0.5660470755,0.029632965499999997,0.267,0.6037074452000001,0.00606918
"Suffolk,NY",92310.0,6.5397476137,0.9486516892,0.039045451099999996,0.41100000000000003,0.026011316800000003,0.0445099105
"Sullivan,NY",49016.0,11.485502891,0.6676338221,0.0466943078,0.365,0.7416534489,0.0293479933
"Tioga,NY",55643.0,13.548217499000001,0.701398533,0.027423352,0.32299999999999995,0.6565867971,0.003019221
"Tompkins,NY",55778.0,10.197663115,0.8545055334999999,0.0536159655,0.168,0.433431137,0.0093033037
"Ulster,NY",61421.0,9.2149014949,0.8551999255,0.0812057901,0.387,0.4604012209,0.014981838400000001
"Warren,NY",55769.0,13.29458323,0.990122818,0.0386949275,0.284,0.33929413909999995,0.0055364551000000005
"Washington,NY",51052.0,10.445122931,0.6796538851,0.042864428899999994,0.379,0.6789894962999999,0.0056573276
"Wayne,NY",58521.0,10.826061282000001,0.6242801689,0.0348892689,0.382,0.6069722304999999,0.0067958257999999995
"Westchester,NY",89380.0,8.4084736111,0.9929987262000001,0.0137918529,0.39799999999999996,0.0327347745,0.0651498838
"Wyoming,NY",56089.0,16.336283617,0.7070572886,0.06066659,0.39399999999999996,0.6408255248,0.0056116722999999995
"Yates,NY",48820.0,14.771638454000001,0.4887170585,0.0050001063,0.311,0.7122455420999999,0.013177407700000001
"Alamance,NC",46060.0,10.488008289,0.856535059,0.1002074826,0.313,0.2855800597,0.0328803425
"Alexander,NC",46385.0,16.075016745,0.1933437282,0.0295407916,0.36,0.7277810634999999,0.0080049784
"Alleghany,NC",35965.0,14.764233644,0.6706409682,0.0178575482,0.322,1.0,0.0124122005
"Anson,NC",35809.0,11.258201017000001,0.5997847707,0.036341531,0.39399999999999996,0.785104646,0.0082963927
"Ashe,NC",39709.0,11.472982975999999,0.5853524431,0.0229117591,0.408,0.8486492431,0.0070795083
"Avery,NC",38098.0,19.786307875,1.0,0.0017959128,0.33899999999999997,0.8878462662000001,0.0100253583
"Beaufort,NC",41431.0,13.011269438,0.6054356247,0.038571459,0.336,0.6560020101,0.0071552375
"Bertie,NC",33809.0,28.219218773,0.3348839395,0.0252915371,0.284,0.8324405601,0.0060730829
"Bladen,NC",33621.0,13.695436797000001,0.35606706450000003,0.0293237775,0.335,0.9123330492,0.021337345
"Brunswick,NC",51457.0,8.8787520873,0.7655611509,0.055311905999999994,0.309,0.4296059797,0.010754201000000001
"Buncombe,NC",50538.0,13.310793197,0.8407757701999999,0.07993473179999999,0.18100000000000002,0.2407959113,0.0197401152
"Burke,NC",41383.0,15.082956259000001,0.6493642203,0.1356415175,0.23399999999999999,0.42652235130000005,0.0214301721
"Cabarrus,NC",63059.0,10.876083797,0.8092589784,0.0723101818,0.41700000000000004,0.19253304570000002,0.025649579900000004
"Caldwell,NC",39166.0,13.040215533,0.7699598934999999,0.1712740891,0.308,0.3442773007,0.011465641799999999
"Camden,NC",65415.0,10.670288098,0.380761523,0.008910547900000001,0.441,0.9954909820000001,0.0167437083
"Carteret,NC",51557.0,14.373030967,0.8568505619,0.0706667034,0.307,0.3260316839,0.0111681486
"Caswell,NC",40570.0,15.692428403,0.3856823643,0.0329883961,0.524,0.991947384,0.009494821
"Catawba,NC",49475.0,14.381900733,0.6612679615,0.0782444057,0.239,0.3029515801,0.027880964700000004
"Chatham,NC",63303.0,9.4461989623,0.6490827494,0.0240391607,0.456,0.6592236832,0.0367505427
"Cherokee,NC",37237.0,13.613952462,0.9863722489,0.0343003909,0.262,1.0,0.0045621837
"Chowan,NC",41151.0,15.978880089,0.5287636044,0.1133245495,0.41700000000000004,0.6761982019,0.0064483408
"Clay,NC",37581.0,15.883397178,0.9996221781,0.0125201948,0.275,1.0,0.0041727317
"Cleveland,NC",38654.0,18.889542625,0.6064866739,0.0721019942,0.294,0.5579028936,0.007383494599999999
"Columbus,NC",35290.0,9.524817441,0.4231643086,0.013338931399999998,0.33799999999999997,0.8059485697,0.011288945
"Craven,NC",49524.0,11.309702178,0.8069078787999999,0.0814347743,0.253,0.2770880634,0.0232085782
"Cumberland,NC",45286.0,9.2021319302,0.7908186745,0.1283045921,0.225,0.1336814523,0.0146583934
"Currituck,NC",57570.0,12.270910027000001,0.7084554296,0.0283411941,0.618,0.9831401028,0.005112172
"Dare,NC",56371.0,14.861340885999999,0.70625,0.0744884995,0.18899999999999997,0.2895931604,0.0183324362
"Davidson,NC",46263.0,10.569668696,0.6460909392,0.065938633,0.321,0.4738454549,0.0185796862
"Davie,NC",54189.0,10.538164922,0.6290009699,0.0322785831,0.387,0.7028855479999999,0.021286852400000004
"Duplin,NC",38771.0,10.649267229,0.4476711392,0.009068166899999999,0.363,0.8646440475,0.08456621339999999
"Durham,NC",54255.0,10.433557511,0.9152275708,0.07460457969999999,0.245,0.056277023899999994,0.0583254596
"Edgecombe,NC",34612.0,12.742382270999999,0.6133116424,0.0777103601,0.263,0.4530697411,0.0098826556
"Forsyth,NC",48987.0,10.893748018,0.8163144837,0.139335561,0.21,0.07346508110000001,0.034400070299999995
"Franklin,NC",49484.0,10.202479987,0.5429155875,0.0222088659,0.542,0.8531813457999999,0.0146051724
"Gaston,NC",48874.0,14.102191695999998,0.7754966373000001,0.1127055955,0.361,0.1964762284,0.0143571949
"Gates,NC",45755.0,9.622955122,0.2886775437,0.0002306659,0.585,1.0,0.009410913
"Graham,NC",35763.0,13.927576602,1.0,0.011171741200000002,0.23,1.0,0.007827553000000001
"Granville,NC",50414.0,12.612059855999998,0.5727852327,0.0400727506,0.469,0.5474998331,0.015642478300000002
"Guilford,NC",47754.0,11.340803709000001,0.924548429,0.0833282168,0.222,0.1269435674,0.0300884919
"Halifax,NC",33044.0,12.581973462999999,0.5608418204,0.09386241890000001,0.337,0.5470552742,0.0041366906
"Harnett,NC",51106.0,7.8039644139,0.5916653586999999,0.0392427438,0.469,0.5592092642000001,0.0187641651
"Haywood,NC",45290.0,16.369345894000002,0.8092519818,0.0846531384,0.316,0.5544074802000001,0.0060421364
"Henderson,NC",53638.0,11.362123297,0.9252576354000001,0.0720455291,0.258,0.33270563989999996,0.031604615
"Hertford,NC",35424.0,18.607343698,0.6137662654,0.052946957,0.271,0.6863675057999999,0.011343464499999999
"Hoke,NC",46004.0,6.6450228779,0.6014014312,0.08542435779999999,0.455,0.43150451520000005,0.0315657638
"Hyde,NC",37881.0,7.2385088672,0.765404475,0.35387538,0.259,1.0,0.011191941799999999
"Iredell,NC",56325.0,11.303027092,0.6913326267000001,0.0508618624,0.32899999999999996,0.37912153390000003,0.0176802992
"Jackson,NC",44004.0,13.086150491,0.9950584788,0.11340322289999999,0.20800000000000002,0.7308981648999999,0.0154543371
"Johnston,NC",55174.0,8.348594204500001,0.6854948543000001,0.0153458265,0.478,0.5203697344,0.0326679833
"Jones,NC",38873.0,6.9909118146,0.4985718507,1.4271900000000001e-05,0.436,1.0,0.011232449299999999
"Lee,NC",46723.0,15.085484412000001,0.7801990806,0.0452137346,0.311,0.42764317560000004,0.056276433
"Lenoir,NC",39341.0,14.972636217,0.6502563241,0.060141729299999995,0.263,0.4500546264,0.0287581223
"Lincoln,NC",50714.0,12.710557167000001,0.7193509231,0.0469950187,0.506,0.5455312081,0.015573976399999998
"McDowell,NC",41443.0,16.226188624000002,0.8751222331,0.021760119900000003,0.282,0.703018046,0.012370701699999999
"Macon,NC",41140.0,17.543346686,1.0,0.0319528444,0.253,0.8001002299,0.0169286578
"Madison,NC",40765.0,10.88036331,0.8874494317,0.0639539463,0.489,0.9061837796,0.0100960111
"Martin,NC",35561.0,15.412938305,0.4625994695,0.0137030588,0.33299999999999996,0.7812283207999999,0.0054595901
"Mecklenburg,NC",63197.0,9.2063399963,0.9220521776,0.054459411500000006,0.358,0.010654308000000001,0.04721051019999999
"Montgomery,NC",40371.0,9.801074488200001,0.7909561839,0.0057721883,0.314,0.7683646304999999,0.052157787000000004
"Moore,NC",54545.0,12.400373070999999,0.6836153070000001,0.0416796964,0.313,0.5065781273,0.015553408000000001
"Nash,NC",47403.0,11.818694833,0.44889399,0.0567564658,0.223,0.47562604340000003,0.013355948999999999
"New Hanover,NC",51373.0,10.301418601,0.9028702255,0.0766769196,0.172,0.0221496346,0.020507146100000002
"Northampton,NC",35711.0,15.176735532999999,0.22770261100000003,0.07065273379999999,0.331,0.8936603465999999,0.0061527509
"Onslow,NC",47163.0,6.8702331049000005,0.5629964224,0.1018631149,0.327,0.2634891884,0.0083225526
"Orange,NC",65299.0,10.54091147,0.8625421335,0.08919757210000001,0.294,0.28531924280000004,0.0328007992
"Pamlico,NC",43927.0,11.736170879000001,0.44088557520000005,0.0235732559,0.46,1.0,0.0086597604
"Pasquotank,NC",43687.0,14.562253634000001,0.6567964388,0.12467985640000001,0.301,0.41319692090000004,0.006362955799999999
"Pender,NC",50437.0,10.93541164,0.5907654595,0.0316327852,0.478,0.6875538618000001,0.0128686831
"Perquimans,NC",45052.0,12.648809524,0.562997101,0.0109848916,0.397,1.0,0.0076365619999999995
"Person,NC",47974.0,15.283119794000001,0.5841273059000001,0.043331500999999994,0.475,0.7552199473000001,0.0083868184
"Pitt,NC",45918.0,9.8383776345,0.7856293265000001,0.0315623629,0.20199999999999999,0.2543592549,0.0140924739
"Polk,NC",47185.0,24.550721790999997,0.7458313018000001,0.0010605917,0.42100000000000004,0.9227206241,0.0084776058
"Randolph,NC",45939.0,11.484674262,0.5487753259,0.0841680105,0.299,0.562425927,0.03112464
"Richmond,NC",35367.0,14.96577679,0.39867921700000003,0.0601621901,0.261,0.45530564549999997,0.0222036028
"Robeson,NC",34439.0,11.177597115,0.5326232783,0.0594140171,0.303,0.626132908,0.0264634419
"Rockingham,NC",41620.0,14.494648968,0.6636481104,0.11602784039999998,0.384,0.6194483304,0.010240866999999999
"Rowan,NC",47971.0,14.805019332999999,0.8507816337999999,0.1050073341,0.29100000000000004,0.38822348079999996,0.026484192799999997
"Rutherford,NC",38699.0,20.936888086,0.6174310574,0.10147022119999999,0.319,0.6104114437,0.0090363349
"Sampson,NC",41477.0,14.437260687,0.5140704072,0.0232231606,0.353,0.8496318835,0.060710867800000005
"Scotland,NC",35138.0,14.925793461,0.7679287551999999,0.0774869836,0.23800000000000002,0.4839173604,0.0063943585999999995
"Stanly,NC",49106.0,17.294199032,0.7596929933,0.0222975644,0.35600000000000004,0.6771313031,0.0106052135
"Stokes,NC",48148.0,10.140018554,0.6385308327,0.061266344699999996,0.447,0.7569671526,0.0046541051
"Surry,NC",38843.0,14.159438022,0.49441450740000004,0.0341495749,0.318,0.6880539682,0.0223103403
"Swain,NC",38996.0,11.777746985999999,0.9729633073,0.006503453100000001,0.195,1.0,0.0018802647
"Transylvania,NC",44578.0,19.571828611,0.8721668178,0.024052620499999997,0.37799999999999995,0.5963735267,0.0117539547
"Tyrrell,NC",33666.0,19.656019655999998,0.5922396188,0.0614441295,0.415,1.0,0.0195195195
"Union,NC",72548.0,7.2729884799,0.6611390418,0.038152833399999996,0.467,0.27289211690000004,0.029534791600000002
"Vance,NC",34717.0,15.930712619000001,0.7477874158,0.050905447,0.243,0.5407952093999999,0.0120684277
"Wake,NC",76173.0,9.6465722448,0.9222036131,0.0490942129,0.331,0.0610137926,0.028201699700000003
"Warren,NC",36285.0,14.388489209000001,0.4658115583,0.042555961399999995,0.43799999999999994,1.0,0.0141317242
"Washington,NC",35367.0,20.993136859,0.7580133051000001,0.1294529944,0.298,0.6775778651000001,0.0055998642000000005
"Watauga,NC",44014.0,14.743129324000002,0.9261536052,0.026323990099999996,0.212,0.5543569764,0.0066385152
"Wayne,NC",42421.0,13.292301743,0.5141205157000001,0.0864945089,0.223,0.4640401882,0.0457809308
"Wilkes,NC",41640.0,14.890076202000001,0.7369916354,0.060246249,0.275,0.7279059706000001,0.0178549609
"Wilson,NC",41352.0,11.748292825999998,0.7107491937,0.0110865792,0.213,0.3866115173,0.0259503162
"Yadkin,NC",46276.0,15.697751763,0.4680258293,0.0091384603,0.42700000000000005,0.8467687341,0.024804469300000003
"Yancey,NC",39686.0,11.940637971,1.0,0.0047803753000000004,0.41,1.0,0.013414416
"Adams,ND",48596.0,12.717253073,0.4199743918,0.06882044849999999,0.17600000000000002,1.0,0.0
"Barnes,ND",53704.0,27.029462114,0.6833544189,0.0638781318,0.22699999999999998,0.3955358757,0.0015331545
"Benson,ND",40787.0,5.9232933511,0.6475975976,0.17288386390000002,0.22399999999999998,1.0,0.0006482982
"Billings,ND",71697.0,21.367521368,0.6704980843,0.2631578941,0.457,1.0,0.0
"Bottineau,ND",54444.0,29.779630733,0.5632291181,0.1208414511,0.25,1.0,0.0
"Bowman,ND",59668.0,21.250758956,0.7445255474,0.0402811066,0.151,1.0,0.0003320053
"Burke,ND",63787.0,38.994800693,0.44054878049999996,0.31431708399999997,0.377,1.0,0.0081534772
"Burleigh,ND",66406.0,16.238130572,0.7640699562000001,0.0446345396,0.09300000000000001,0.1854799036,0.0031673349
"Cass,ND",59711.0,10.436587527,0.8834408257999999,0.026793614599999998,0.086,0.10434776800000001,0.0130846792
"Cavalier,ND",52880.0,26.123301985,0.6751815676999999,0.0812799674,0.151,1.0,0.0052413793
"Dickey,ND",54044.0,39.184952978000005,0.43618831539999997,0.0320978087,0.131,1.0,0.0014370766
"Divide,ND",60315.0,44.897959183999994,0.5475615645,0.0986608086,0.179,1.0,0.0
"Dunn,ND",67375.0,21.52389152,0.12924208140000001,0.12913645210000002,0.39899999999999997,1.0,0.0202297702
"Eddy,ND",55196.0,21.141649049,0.7027253669,0.098257411,0.222,1.0,0.0013704888
"Emmons,ND",44646.0,17.636684303,0.3850704225,0.1536854796,0.183,1.0,0.0012296342
"Foster,ND",54218.0,35.756853397,0.7011666168,0.0476127981,0.11800000000000001,1.0,0.0
"Golden Valley,ND",56795.0,32.520325203,0.3875,0.36375011240000005,0.19,1.0,0.0
"Grand Forks,ND",51820.0,11.844999718,0.8780754101999999,0.08791677980000001,0.092,0.16769118019999998,0.0057672788
"Grant,ND",39822.0,8.3752093802,0.3153717627,0.1635964266,0.309,1.0,0.0035746202
"Griggs,ND",49350.0,47.53673293,0.4508264463,0.0632286129,0.16899999999999998,1.0,0.0018331806
"Hettinger,ND",50158.0,18.49112426,0.6867178037999999,0.2627809124,0.33299999999999996,1.0,0.0012170385
"Kidder,ND",47914.0,16.549441456,0.39383983570000003,0.2744661422,0.292,1.0,0.0
"LaMoure,ND",52563.0,29.090909091,0.5276636869,0.09019719949999999,0.251,1.0,0.0033324789
"Logan,ND",50841.0,20.671834625,0.17537688440000002,0.1362741989,0.193,1.0,0.0
"McHenry,ND",53719.0,15.080428954,0.2643188137,0.2159880961,0.41,1.0,0.0036088055
"McIntosh,ND",42950.0,36.24501631,0.7041651833,0.06632620780000001,0.113,1.0,0.0046029919
"McKenzie,ND",77733.0,9.3559956339,0.6690251572,0.12442792130000001,0.268,1.0,0.017768595
"McLean,ND",60684.0,18.472906404,0.46161571079999997,0.1487494456,0.337,1.0,0.0008852495
"Mercer,ND",80072.0,25.979893820999997,0.8112535612999999,0.0392126009,0.161,0.6499287749,0.0082532644
"Morton,ND",65021.0,13.196964698,0.7438025554000001,0.0726315758,0.175,0.3185541116,0.0047705096
"Mountrail,ND",63736.0,16.455328623,0.4487162779,0.023746815299999998,0.221,1.0,0.0068133587
"Nelson,ND",45233.0,26.954177898,0.3394113884,0.25915202800000003,0.319,1.0,0.0
"Oliver,ND",65920.0,32.502708559,0.4609967497,0.1804349077,0.535,1.0,0.0041691483
"Pembina,ND",59244.0,32.435481596,0.7484149467,0.1082421048,0.161,1.0,0.000446495
"Pierce,ND",44291.0,23.19109462,0.7151709892,0.058562282800000004,0.13699999999999998,0.35184760159999995,0.0022042616
"Ramsey,ND",51481.0,17.196904557,0.7479696095999999,0.039771685099999995,0.071,0.3499257707,0.00036937849999999997
"Ransom,ND",56550.0,34.875183554,0.7082646143000001,0.0372042667,0.14300000000000002,1.0,0.0027079303999999996
"Renville,ND",57392.0,7.7790742902,0.49635627530000004,0.1210296912,0.268,1.0,0.0042607584
"Richland,ND",59556.0,24.996951591,0.5367318179,0.0818804397,0.244,0.5200049017,0.0027806518
"Rolette,ND",40595.0,7.509044986,0.561383368,0.0386467836,0.131,1.0,0.0
"Sargent,ND",59464.0,25.799793601999998,0.6043353356000001,0.050563549400000005,0.163,1.0,0.0005398111
"Sheridan,ND",38977.0,38.167938931,0.46934140799999996,0.22679736179999999,0.40399999999999997,1.0,0.0022865854
"Sioux,ND",33550.0,6.8649885584,0.2280279316,0.2624688727,0.16699999999999998,1.0,0.0020100503
"Slope,ND",54040.0,13.037809648,0.6423658872,0.2584074736,0.361,1.0,0.003327787
"Stark,ND",78604.0,11.507121975,0.782429026,0.0351576893,0.154,0.27327575519999997,0.0088019204
"Steele,ND",61808.0,10.224948875,0.34379746840000003,0.2079674132,0.27899999999999997,1.0,0.0016034206
"Stutsman,ND",53769.0,18.480784723,0.8065402844,0.075078958,0.1,0.2756398104,0.0009058883
"Towner,ND",50987.0,39.612676056,0.6024042743,0.0659609102,0.16,1.0,0.0060240964
"Traill,ND",55068.0,31.195408036,0.6560768378,0.0293123162,0.31,1.0,0.0030191651
"Walsh,ND",51481.0,29.365880518,0.6716431334,0.0417986517,0.177,0.6205594028,0.008719240500000001
"Ward,ND",61089.0,11.785338478,0.8410863397,0.1154602982,0.135,0.2189541954,0.0054540025
"Wells,ND",51677.0,38.387715931,0.041597337799999995,0.08638756410000001,0.162,1.0,0.0030165913
"Williams,ND",81719.0,13.600045332999999,0.8164568265000001,0.0388742843,0.156,0.3246271989,0.001448176
"Adams,OH",38302.0,9.6345989152,0.4018914186,0.0404875226,0.485,0.890262697,0.0
"Allen,OH",47924.0,16.279626525999998,0.8205133028,0.046435345,0.174,0.2589085027,0.0032989522999999996
"Ashland,OH",50612.0,19.356172364000003,0.7086320781000001,0.013640488300000001,0.304,0.6193755998,0.013797909399999999
"Ashtabula,OH",43668.0,12.166436855999999,0.7475885987,0.1041362259,0.33299999999999996,0.46368858189999995,0.007262629499999999
"Athens,OH",38131.0,10.017302614,0.771669472,0.1433284232,0.217,0.4317062248,0.0041624641999999995
